,cerrado,mata_nebular,mata_riparia,mata_rupicola,mata_seca,mata_semidecidua
Pavonia_malvaviscoides,1,0,0,1,0,0
Peltophorum_dubium,0,0,1,0,1,1
Pera_anisotricha,0,0,0,1,0,1
Pera_furfuracea,0,0,0,0,0,1
Pera_glabrata,1,1,1,0,0,1
Pera_heteranthera,0,0,0,0,0,1
Pereskia_grandifolia,0,0,0,0,0,1
Peritassa_flaviflora,0,0,0,0,0,1
Persea_alba,1,1,0,1,0,1
Persea_aurata,0,0,0,1,0,0
Persea_fulva,0,1,0,1,0,1
Persea_major,0,1,0,1,0,1
Persea_pedunculosa,1,1,0,1,0,0
Persea_rufotomentosa,0,1,1,1,0,1
Persea_splendens,0,0,0,1,0,0
Persea_venosa,0,1,0,1,0,1
Persea_willdenovii,0,1,0,1,0,1
Phyllanthus_acuminatus,0,0,1,0,1,0
Phyllostemonodaphne_geminiflora,0,0,0,1,0,1
Phytolacca_dioica,0,0,0,1,0,0
Picramnia_ciliata,1,0,0,0,0,0
Picramnia_glazioviana,0,1,1,1,0,1
Picramnia_parvifolia,0,0,0,0,0,1
Picramnia_ramiflora,0,0,0,0,0,1
Picramnia_sellowii,0,0,1,1,0,1
Picrasma_crenata,0,0,0,0,0,1
Pilocarpus_giganteus,0,0,0,0,0,1
Pilocarpus_pennatifolius,0,1,0,0,0,0
Pilosocereus_aurisetus,1,0,0,1,0,0
Pilosocereus_brasiliensis,1,0,0,0,0,0
Pilosocereus_floccosus,0,0,0,0,1,1
Pilosocereus_fulvilanatus,0,0,0,0,0,1
Pimenta_pseudocaryophyllus,1,1,1,1,0,1
Piper_aduncum,0,1,1,1,0,1
Piper_amalago,0,1,1,0,1,1
Piper_arboreum,0,1,1,1,0,1
Piper_cernuum,0,1,1,1,0,1
Piper_crassinervium,0,0,0,0,0,1
Piper_hispidum,0,0,1,1,0,1
Piper_macedoi,0,1,1,1,0,1
Piper_mollicomum,0,1,1,1,0,1
Piper_richardiifolium,0,0,0,1,0,1
Piper_rivinoides,0,0,0,0,0,1
Piper_tectoniifolium,0,1,0,1,0,1
Piper_tuberculatum,0,0,0,1,0,0
Piptadenia_gonoacantha,0,0,0,0,1,1
Piptadenia_macradenia,1,0,1,0,0,0
Piptadenia_paniculata,0,0,0,0,0,1
Piptocarpha_axillaris,0,1,0,1,0,0
Piptocarpha_macropoda,0,1,1,1,0,1
Piptocarpha_regnellii,0,1,0,0,0,0
Piptocarpha_rotundifolia,1,0,0,0,0,0
Piptolepis_monticola,1,0,0,1,0,0
Pisonia_zapallo,0,0,0,1,0,1
Pityrocarpa_moniliformis,1,0,0,0,0,0
Plathymenia_reticulata,1,0,1,0,0,1
Platycyamus_regnellii,0,0,1,0,0,1
Platymiscium_floribundum,0,0,0,0,1,1
Platymiscium_pubescens,0,0,0,0,1,1
Platypodium_elegans,1,0,1,1,1,1
Plenckia_populnea,1,0,0,0,0,1
Pleroma_candolleanum,0,1,1,1,0,1
Pleroma_echinatum,1,1,0,1,0,0
Pleroma_fissinervium,0,1,0,1,0,1
Pleroma_fothergillii,0,1,0,1,0,1
Pleroma_foveolatum,1,1,0,1,0,0
Pleroma_stenocarpa,0,1,1,0,0,1
Plinia_cauliflora,0,1,1,0,0,1
Plinia_espinhacensis,0,0,0,1,0,1
Plinia_grandifolia,0,0,0,0,0,1
Plinia_peruviana,0,0,1,0,0,1
Plinia_pseudodichasiantha,0,0,0,1,0,0
Plinia_rivularis,0,0,0,0,0,1
Podocarpus_brasiliensis,0,0,0,1,0,0
Podocarpus_lambertii,1,0,0,1,0,0
Podocarpus_sellowii,1,1,1,1,0,0
Pogonophora_schomburgkiana,0,0,0,0,0,1
Posoqueria_acutifolia,0,1,0,1,0,1
Posoqueria_latifolia,0,1,1,1,0,1
Pourouma_guianensis,0,0,0,0,0,1
Pouteria_caimito,0,0,0,0,0,1
Pouteria_gardneri,0,0,1,0,1,1
Pouteria_gardneriana,0,0,1,0,0,1
Pouteria_grandiflora,0,0,0,0,0,1
Pouteria_guianensis,0,0,0,0,0,1
Pouteria_ramiflora,1,0,1,0,0,1
Pouteria_torta,1,0,1,0,0,1
Pouteria_venosa,0,0,0,0,0,1
Prockia_crucis,0,0,0,1,1,0
Protium_brasiliense,0,1,1,1,0,1
Protium_heptaphyllum,0,1,1,1,0,1
Protium_icicariba,0,0,0,0,0,1
Protium_ovatum,1,0,0,0,0,0
Protium_spruceanum,0,0,1,0,0,1
Protium_warmingianum,0,0,0,0,0,1
Protium_widgrenii,0,0,1,1,0,1
Prunus_myrtifolia,1,1,1,1,0,1
Pseudobombax_campestre,1,0,0,0,0,1
Pseudobombax_grandiflorum,0,0,1,0,0,1
Pseudobombax_longiflorum,1,0,0,0,0,0
Pseudobombax_marginatum,0,0,0,0,1,0
Pseudobombax_riopretensis,1,0,0,1,0,0
Pseudobombax_tomentosum,0,0,0,0,1,0
Pseudobrickellia_angustissima,1,1,0,1,0,1
Pseudolmedia_laevigata,0,0,1,0,0,0
Pseudopiptadenia_brenanii,0,0,0,0,1,1
Pseudopiptadenia_contorta,0,0,0,0,0,1
Pseudopiptadenia_leptostachya,0,0,0,0,0,1
Pseudopiptadenia_warmingii,0,0,0,1,0,1
Psidium_cattleianum,0,1,0,1,0,1
Psidium_guajava,1,0,0,0,0,1
Psidium_guineense,1,1,1,1,1,1
Psidium_myrsinites,1,0,0,0,0,0
Psidium_myrtoides,0,1,0,1,0,1
Psidium_oblongatum,0,1,0,0,0,1
Psidium_oligospermum,1,0,0,0,0,0
Psidium_robustum,0,1,0,1,0,0
Psidium_rufum,1,1,1,1,0,1
Psidium_sartorianum,0,0,0,0,0,1
Psychotria_carthagenensis,0,0,1,1,0,1
Psychotria_deflexa,0,0,0,0,0,1
Psychotria_forsteronioides,0,1,0,1,0,1
Psychotria_hastisepala,0,1,0,1,0,1
Psychotria_mapourioides,0,0,0,0,0,1
Psychotria_nemorosa,0,0,0,0,0,1
Psychotria_nuda,0,1,0,1,0,1
Psychotria_pallens,0,0,0,0,0,1
Psychotria_spathicalyx,0,0,0,0,0,1
Psychotria_subspathulata,0,0,0,1,0,1
Psychotria_suterella,0,1,0,1,0,1
Pterocarpus_violaceus,0,0,0,0,0,1
Pterodon_abruptus,1,0,0,0,0,0
Pterodon_apparicioi,0,1,1,1,0,1
Pterodon_emarginatus,1,0,1,0,1,1
Pterodon_pubescens,1,0,0,0,0,0
Pterogyne_nitens,0,0,1,0,1,1
Ptilochaeta_glabra,0,0,0,0,1,0
Qualea_cordata,1,1,1,1,0,1
Qualea_cryptantha,0,0,0,0,0,1
Qualea_densiflora,0,0,1,1,0,0
Qualea_dichotoma,1,0,1,1,0,1
Qualea_elegans,1,0,0,0,0,0
Qualea_glaziovii,0,0,0,0,0,1
Qualea_grandiflora,1,0,0,0,0,0
Qualea_lundii,1,1,0,0,0,1
Qualea_multiflora,1,0,1,0,0,1
Qualea_parviflora,1,0,0,0,0,0
Qualea_selloi,0,0,0,0,0,1
Quararibea_turbinata,0,0,0,0,0,1
Quiina_glaziovii,0,0,0,0,0,1
Quiina_magallano.gomesii,0,0,0,0,0,1
Ramisia_brasiliensis,0,0,0,0,0,1
Randia_armata,0,0,1,0,1,1
Randia_calycina,0,0,0,0,1,0
Rauvolfia_sellowii,0,0,1,0,0,1
Remijia_ferruginea,1,1,1,1,0,1
Rhamnidium_elaeocarpum,0,0,1,0,1,1
Rhamnidium_molle,0,0,0,0,1,0
Rhamnus_sphaerosperma,0,1,0,1,0,1
Rhodostemonodaphne_macrocalyx,0,0,0,0,0,1
Richeria_grandis,0,1,1,1,0,1
Roupala_longepetiolata,0,1,0,1,0,1
Roupala_meisneri,1,1,0,1,0,0
Roupala_montana,1,1,1,1,0,1
Rourea_induta,1,0,0,0,0,0
Rudgea_gardenioides,0,1,0,0,0,0
Rudgea_jacobinensis,1,0,0,0,0,0
Rudgea_jasminoides,0,1,0,1,0,1
Rudgea_nodosa,0,1,0,0,0,0
Rudgea_sessilis,0,1,0,1,0,1
Rudgea_viburnoides,1,0,0,0,1,0
Ruprechtia_laxiflora,0,0,0,0,0,1
Rustia_formosa,0,1,1,1,0,0
Sacoglottis_mattogrossensis,0,0,0,1,0,1
Salacia_crassifolia,1,0,0,0,0,0
Salacia_elliptica,0,0,1,0,0,1
Salix_humboldtiana,0,0,0,0,0,1
Salvertia_convallariodora,1,0,0,0,0,0
Sambucus_australis,1,0,0,1,0,1
Sapium_argutum,0,0,0,0,1,0
Sapium_glandulosum,1,1,1,1,1,1
Sapium_sellowianum,1,1,0,1,0,0
Sarcaulus_brasiliensis,0,0,0,0,0,1
Schefflera_angustissima,0,1,0,0,0,0
Schefflera_calva,0,1,1,1,0,1
Schefflera_longipetiolata,0,0,0,0,0,1
Schefflera_macrocarpa,1,0,0,0,0,0
Schefflera_morototoni,0,0,1,0,0,1
Schefflera_varisiana,1,1,0,1,0,0
Schefflera_villosissima,1,0,0,0,0,1
Schefflera_vinosa,1,0,1,0,0,0
Schinopsis_brasiliensis,0,0,0,0,1,0
Schinus_terebinthifolius,0,0,0,0,0,1
Schizocalyx_cuspidatus,0,0,0,0,0,1
Schoepfia_brasiliensis,0,0,0,0,0,1
Sebastiania_brasiliensis,0,0,1,0,1,1
Sebastiania_brevifolia,1,0,0,0,0,0
Seguieria_americana,0,0,0,0,1,0
Seguieria_langsdorffii,0,0,0,0,0,1
Senaea_coerulea,1,0,0,0,0,0
Senefeldera_verticillata,0,0,0,0,0,1
Senegalia_langsdorffii,1,0,1,0,0,1
Senegalia_polyphylla,1,0,1,0,1,1
Senegalia_riparia,0,0,0,0,1,1
Senegalia_tenuifolia,1,0,0,0,0,1
Senna_affinis,0,0,0,1,0,0
Senna_alata,0,1,1,0,1,1
Senna_aristeguietae,0,0,0,1,0,0
Senna_bacillaris,0,1,0,1,0,1
Senna_cana,1,1,0,1,0,1
Senna_corifolia,1,0,1,1,0,1
Senna_macranthera,1,1,1,0,1,1
Senna_multijuga,0,1,1,1,1,1
Senna_organensis,0,0,0,1,0,0
Senna_reniformis,1,1,0,1,0,1
Senna_rugosa,1,1,0,1,0,1
Senna_silvestris,1,0,0,0,0,1
Senna_spectabilis,1,0,0,0,1,0
Senna_velutina,1,0,0,0,0,0
Sessea_brasiliensis,0,1,0,1,0,0
Sideroxylon_obtusifolium,1,0,0,0,1,0
Simaba_floribunda,0,0,0,0,0,1
Simaba_maiana,0,1,0,0,0,0
Simaba_subcymosa,0,1,0,0,0,0
Simarouba_amara,0,0,1,0,0,1
Simarouba_versicolor,1,0,0,0,0,0
Simira_corumbensis,0,0,1,0,0,0
Simira_sampaioana,0,0,0,1,0,0
Siparuna_bifida,0,0,0,0,0,1
Siparuna_brasiliensis,0,0,1,0,0,1
Siparuna_guianensis,1,0,1,0,0,1
Siparuna_poeppigii,0,0,0,0,0,1
Siparuna_reginae,0,0,0,1,0,1
Siphoneugena_crassifolia,0,1,0,1,0,1
Siphoneugena_densiflora,1,1,1,1,0,1
Siphoneugena_dussii,1,1,0,0,0,0
Siphoneugena_kiaerskoviana,0,1,0,1,0,1
Sloanea_garckeana,0,0,1,0,0,1
Sloanea_guianensis,0,0,0,1,0,1
Sloanea_hirsuta,0,0,0,0,0,1
Sloanea_lasiocoma,0,0,0,0,0,1
Sloanea_obtusifolia,0,0,0,0,0,1
Sloanea_retusa,0,0,0,0,0,1
Solanum_argenteum,0,1,0,0,0,0
Solanum_betaceum,0,0,0,0,0,1
Solanum_bullatum,0,1,0,0,0,1
Solanum_campaniforme,0,1,0,1,0,1
Solanum_cernuum,0,1,0,0,0,1
Solanum_cinnamomeum,0,1,0,1,0,1
Solanum_cladotrichum,0,1,0,1,0,1
Solanum_crinitum,0,0,0,0,0,1
Solanum_decorum,0,1,0,1,0,1
Solanum_didymum,0,1,0,0,0,1
Solanum_gardneri,0,0,0,1,1,1
Solanum_granuloso.leprosum,0,1,0,0,0,1
Solanum_itatiaiae,1,1,0,0,0,0
Solanum_latiflorum,0,1,0,0,0,0
Solanum_leptostachys,0,1,0,1,0,1
Solanum_leucodendron,0,1,0,1,0,1
Solanum_lycocarpum,1,0,0,0,0,1
Solanum_mauritianum,0,1,0,1,0,1
Solanum_megalochiton,0,1,0,1,0,1
Solanum_mellobarretoi,0,1,0,1,0,0
Solanum_oocarpum,0,0,0,0,0,1
Solanum_pseudo.quina,0,1,0,1,0,1
Solanum_psilophyllum,0,1,0,1,0,1
Solanum_rufescens,0,0,0,1,0,0
Solanum_sanctae.catharinae,0,0,0,1,0,0
Solanum_scuticum,0,1,0,0,0,1
Solanum_sellowianum,0,1,0,1,0,0
Solanum_stipulaceum,0,0,0,0,0,1
Solanum_swartzianum,1,1,0,1,0,1
Solanum_variabile,0,0,1,1,0,1
Solanum_velleum,1,1,0,1,0,1
Solanum_warmingii,0,0,0,0,0,1
Sorocea_bonplandii,0,0,0,0,0,1
Sorocea_guilleminiana,0,0,1,1,0,1
Sparattanthelium_tupiniquinorum,0,0,0,0,0,1
Sparattosperma_leucanthum,0,0,0,0,0,1
Spirotheca_rivieri,0,1,0,1,0,1
Stephanopodium_engleri,0,1,0,1,0,1
Sterculia_curiosa,0,0,0,0,0,1
Sterculia_striata,0,0,1,0,1,0
Stifftia_parviflora,0,1,0,1,1,1
Stillingia_oppositifolia,1,1,0,0,0,0
Stillingia_saxatilis,1,0,0,0,0,0
Stillingia_uleana,1,0,0,0,0,0
Strychnos_brasiliensis,0,1,0,0,0,1
Strychnos_pseudoquina,1,0,0,0,0,0
Stryphnodendron_adstringens,1,0,0,0,0,0
Stryphnodendron_polyphyllum,0,0,1,0,0,1
Stryphnodendron_rotundifolium,1,0,0,0,0,0
Styrax_aureus,1,1,0,1,0,0
Styrax_camporum,1,0,1,0,0,1
Styrax_ferrugineus,1,0,0,0,0,0
Styrax_latifolius,0,1,0,0,0,1
Styrax_maninul,1,1,0,1,0,1
Styrax_martii,1,1,0,1,0,1
Styrax_pedicellatus,1,1,0,1,0,0
Styrax_pohlii,0,0,0,0,0,1
Styrax_rotundatus,1,0,0,1,0,0
Swartzia_acutifolia,0,0,0,0,0,1
Swartzia_apetala,0,0,1,0,0,1
Swartzia_flaemingii,0,0,0,1,0,1
Swartzia_macrostachya,1,0,0,0,1,1
Swartzia_multijuga,0,0,1,1,0,1
Swartzia_myrtifolia,0,0,0,1,0,1
Swartzia_oblata,0,0,0,0,0,1
Swartzia_pilulifera,0,0,1,1,0,1
Swartzia_riedelii,0,0,0,0,0,1
Swartzia_submarginata,0,0,0,0,0,1
Sweetia_fruticosa,0,0,1,0,1,1
Syagrus_duartei,0,1,0,1,0,0
Syagrus_flexuosa,1,0,0,0,0,0
Syagrus_glaucescens,1,0,0,1,0,1
Syagrus_oleracea,0,0,0,0,1,0
Syagrus_romanzoffiana,0,0,0,0,0,1
Symphyopappus_itatiayensis,1,1,0,1,0,0
Symphyopappus_lymansmithii,1,0,0,1,0,0
Symplocos_angulata,1,1,0,1,0,0
Symplocos_arbutifolia,1,1,0,1,0,1
Symplocos_celastrinea,0,1,1,1,0,1
Symplocos_falcata,0,1,0,0,0,0
Symplocos_glaberrima,1,0,0,0,0,0
Symplocos_itatiaiae,0,0,0,1,0,0
Symplocos_microstyla,1,1,0,0,0,0
Symplocos_nitens,1,0,1,1,0,1
Symplocos_oblongifolia,1,1,1,1,0,1
Symplocos_pentandra,0,1,0,1,0,0
Symplocos_platyphylla,0,0,1,1,0,0
Symplocos_pubescens,1,1,1,0,0,1
Symplocos_revoluta,0,0,0,1,0,0
Symplocos_tenuifolia,0,0,0,0,0,1
Tabebuia_aurea,1,0,0,0,0,0
Tabebuia_obtusifolia,0,0,0,1,0,1
Tabebuia_roseoalba,0,0,0,0,1,0
Tabernaemontana_catharinensis,0,1,0,1,0,1
Tabernaemontana_hystrix,0,0,0,0,0,1
Tabernaemontana_laeta,0,0,0,0,0,1
Tabernaemontana_solanifolia,0,1,0,0,0,1
Tachigali_aurea,1,0,0,0,0,0
Tachigali_densiflora,0,0,0,0,0,1
Tachigali_duckei,0,0,0,1,0,0
Tachigali_friburgensis,0,1,0,1,0,0
Tachigali_paratyensis,0,0,0,0,0,1
Tachigali_rubiginosa,0,0,1,0,0,1
Tachigali_rugosa,0,0,1,0,0,1
Tachigali_subvelutina,0,0,1,0,0,1
Tachigali_vulgaris,0,0,0,0,0,1
Talisia_cerasina,0,0,0,0,0,1
Talisia_esculenta,1,0,1,0,1,0
Tapirira_guianensis,0,1,1,1,0,1
Tapirira_obtusa,0,1,1,1,0,1
Terminalia_argentea,1,0,1,0,1,0
Terminalia_fagifolia,1,0,1,0,0,1
Terminalia_glabrescens,0,1,1,0,1,1
Terminalia_phaeocarpa,0,0,0,0,0,1
Ternstroemia_alnifolia,0,1,0,1,0,1
Ternstroemia_brasiliensis,0,1,1,0,0,1
Ternstroemia_carnosa,1,1,0,1,0,1
Ternstroemia_cuneifolia,0,1,0,1,0,0
Tetrastylidium_grandifolium,0,0,0,0,0,1
Tetrorchidium_parvulum,0,1,0,1,0,0
Thyrsodium_spruceanum,0,0,0,0,0,1
Tibouchina_canescens,0,1,0,1,0,1
Tibouchina_estrellensis,0,1,0,1,0,1
Tibouchina_rigidula,1,0,0,1,0,1
Tibouchina_sellowiana,0,0,0,0,0,1
Tococa_guianensis,0,0,1,1,0,1
Tocoyena_brasiliensis,0,0,0,0,0,1
Tocoyena_formosa,1,0,0,0,0,0
Tontelea_leptophylla,0,0,0,0,0,1
Toulicia_laevigata,0,0,0,0,0,1
Toulicia_subsquamulata,0,0,0,0,0,1
Tovomita_leucantha,0,0,0,0,0,1
Tovomita_paniculata,0,0,0,1,0,1
Trattinnickia_ferruginea,0,0,0,0,0,1
Trema_micrantha,0,0,1,0,0,1
Trembleya_laniflora,1,1,0,1,0,0
Trembleya_parviflora,1,1,1,1,0,1
Trichilia_casaretti,0,0,0,1,0,0
Trichilia_catigua,0,0,1,0,1,1
Trichilia_claussenii,0,0,1,0,1,0
Trichilia_elegans,0,0,1,1,1,1
Trichilia_emarginata,0,1,0,1,0,1
Trichilia_hirta,0,0,1,0,1,1
Trichilia_lepidota,0,0,0,0,0,1
Trichilia_pallens,0,0,0,0,0,1
Trichilia_pallida,0,1,1,0,0,1
Triplaris_gardneriana,0,0,0,0,1,0
Unonopsis_guatterioides,0,0,1,0,0,1
Urbanodendron_verrucosum,0,0,0,0,0,1
Urera_baccifera,0,1,0,1,1,1
Vachellia_farnesiana,0,0,0,0,1,0
Vantanea_compacta,0,1,0,0,0,0
Vantanea_obovata,1,1,0,1,0,1
Vasconcellea_glandulosa,0,0,0,0,0,1
Vatairea_macrocarpa,1,0,0,0,0,0
Vataireopsis_araroba,0,0,0,0,0,1
Vellozia_gigantea,1,0,0,0,0,0
Verbesina_glabrata,1,1,0,1,0,0
Vernonanthura_discolor,0,1,0,1,0,1
Vernonanthura_divaricata,1,1,1,1,0,1
Vernonanthura_patens,0,0,0,1,0,0
Vernonanthura_petiolaris,0,1,0,0,0,0
Virola_bicuhyba,0,0,0,0,0,1
Virola_gardneri,0,0,0,0,0,1
Virola_sebifera,0,0,1,0,0,0
Vismia_brasiliensis,0,1,0,1,0,1
Vismia_magnoliifolia,0,1,0,1,0,1
Vismia_martiana,0,1,0,0,0,1
Vismia_micrantha,1,1,0,1,0,1
Vitex_megapotamica,0,1,0,0,0,1
Vitex_polygama,1,1,1,1,1,1
Vitex_rufescens,1,0,0,0,0,1
Vitex_schaueriana,0,0,0,0,1,0
Vitex_sellowiana,1,1,0,0,0,1
Vochysia_acuminata,0,1,0,1,0,1
Vochysia_cinnamomea,1,0,0,0,0,0
Vochysia_dasyantha,0,1,0,1,0,1
Vochysia_discolor,1,0,0,1,0,1
Vochysia_elliptica,1,0,0,1,0,0
Vochysia_emarginata,1,1,0,1,0,1
Vochysia_magnifica,0,0,0,0,0,1
Vochysia_pyramidalis,0,0,1,1,0,1
Vochysia_rectiflora,0,1,0,1,0,0
Vochysia_rufa,1,0,0,0,0,0
Vochysia_schwackeana,0,0,0,0,0,1
Vochysia_thyrsoidea,1,1,0,1,0,0
Vochysia_tucanorum,1,1,1,1,0,1
Weinmannia_discolor,1,1,0,1,0,0
Weinmannia_humilis,1,1,0,0,0,0
Weinmannia_paulliniifolia,0,1,0,1,0,1
Wunderlichia_mirabilis,1,1,0,1,0,1
Ximenia_americana,1,0,0,0,0,0
Ximenia_coriacea,1,0,0,0,0,0
Xylopia_aromatica,1,0,1,0,0,1
Xylopia_brasiliensis,0,0,0,0,0,1
Xylopia_emarginata,0,0,1,0,0,1
Xylopia_sericea,1,0,1,0,0,1
Xylosma_ciliatifolia,0,1,1,1,0,1
Xylosma_prockia,0,1,0,1,0,1
Xylosma_venosa,0,0,0,0,0,1
Zanthoxylum_acuminatum,0,0,0,0,1,1
Zanthoxylum_caribaeum,0,0,0,1,0,1
Zanthoxylum_fagara,0,0,0,0,1,1
Zanthoxylum_monogynum,0,0,1,0,0,1
Zanthoxylum_rhoifolium,1,1,1,0,1,1
Zanthoxylum_riedelianum,1,0,1,0,0,1
Zanthoxylum_tingoassuiba,0,0,0,0,0,1
Zeyheria_montana,1,0,0,0,0,0
Zeyheria_tuberculosa,0,0,1,1,0,1
Ziziphus_joazeiro,0,0,0,0,1,0
Zollernia_ilicifolia,0,0,1,0,0,1
Zygia_latifolia,0,0,0,0,0,1
